ID,Crop Name,N (kg/ha),P (kg/ha),K (kg/ha),Temp (°C),Rain (mm),Hum (%),pH,Best Soil Types
2413,Litchi,106.8,75.3,95.5,22.77,1503.1,80.6,6.45,Loamy
2414,Oil Palm,182.6,106.5,172.4,31.95,2993.4,82.6,5.69,Laterite
2415,Bottle Gourd,73.3,54.6,77.5,30.39,740.3,69.2,7.41,Sandy Loam
2416,Barnyard Millet,36.3,20.5,22.5,28.19,551.3,46.5,6.15,Alluvial
2417,Ash Gourd,67.3,58.1,67,27.03,544.3,56.9,6.81,Red
2418,Rubber,113.8,71.2,86.1,30.22,2219.1,78.4,5.5,Laterite
2419,Fenugreek,41.7,49.9,22.5,19.27,496.2,74.6,6.91,Loamy
2420,Rajma,118.4,62.7,50,22.61,662.4,77,5.81,Loamy
2421,Cabbage,125.3,82.8,80.4,17.87,761,84.6,6.92,Loamy
2422,Chili,105.2,62.3,74.6,24.98,870.9,56.4,6.51,Alluvial
2423,Chili,116,69.9,63.6,22.2,730.7,68.1,7.15,Loamy
2424,Wheat,132.8,69.2,49.2,13.99,884.6,42.2,6.09,Black
2425,Almonds,125.5,84.2,133.4,2.69,563.5,64.8,7.46,Karewa
2426,Coffee,111.4,46.7,135.8,21.68,1257.9,77.4,5.67,Laterite
2427,Khesari,19.3,41.8,20.4,21.39,354.6,53,7.63,Clayey
2428,Coriander,62.8,46.2,45.5,26.97,794,62.4,6.09,Black
2429,Drumstick,57.9,58.8,58.5,25.6,425.7,40.8,6.21,Sandy
2430,Barnyard Millet,33.1,21.8,20.9,28.33,783.3,52.3,6.66,Forest
2431,Amla,66,48.8,41.2,25.9,748.1,54.1,7.7,Saline
2432,Stevia,86.3,65.5,74.5,29.8,1373.1,72.3,7.23,Loamy
2433,Horse Gram,27.9,33.4,29.9,25.68,642.2,53.6,7.17,Laterite
2434,Guar Seed,28,42.1,20.8,30.21,342.6,38.3,7.68,Sandy
2435,Hemp (Mesta),63.6,35.1,50.1,34.82,821.9,75.3,5.8,Red
2436,Arecanut,148,52,156.8,24.82,3032.3,78.5,5.37,Coastal
2437,Marigold,78.2,86.1,61.6,20.69,643.9,61.7,6.4,Alluvial
2438,Nutmeg,91.8,45.5,91.6,22.88,2799.9,90.6,5.51,Laterite
2439,Mentha,126.8,53.1,50.4,30.63,1312.1,84.4,7.2,Alluvial
2440,Shatavari,41.2,56.6,43.5,20.43,804.4,59.1,7.98,Red
2441,Mentha,142.7,57.1,57.4,31.88,1288.2,76.6,6.71,Alluvial
2442,Lemongrass,66.3,49.4,58.1,34.96,2024.3,70.9,7.33,Red
2443,Mace,61.8,46.1,119,23.14,3203,89.6,6.16,Coastal
2444,Moth Beans,22.1,32.6,18.1,31.14,338.3,31.5,7.34,Sandy
2445,Vanilla,82.6,59.8,88.9,22.7,2551.8,81.5,5.41,Red
2446,Wheat,127.1,52.7,54.6,19.6,837.1,46.3,6.05,Alluvial
2447,Green Gram,33.3,48.9,21.8,25.59,617.4,52.3,7.13,Loamy
2448,Groundnut,29.9,70.6,63.9,25.58,687.4,57.7,7.08,Alluvial
2449,Cocoa,144.1,65.8,106.4,28.41,2330.6,75.3,6.51,Forest
2450,Okra,114.3,51.6,54.1,24.11,705.2,73.1,7.15,Loamy
2451,Ashwagandha,37.3,48.5,26,25.93,675.6,54.3,7.95,Black
2452,Date Palm,91.2,49,80.5,42.85,287.5,29.8,8.04,Arid/Desert
2453,Indigo,41.4,47.1,47.5,30.14,823.8,63,6.09,Loamy
2454,Safflower,55.6,43.7,24.2,22.29,559.9,39.9,6.46,Alluvial
2455,Popcorn,142.8,70.4,53,22.46,881.4,73.6,6.49,Loamy
2456,Bajra,74.3,34.7,32.2,34.41,375.2,39.5,8.05,Arid/Desert
2457,Cabbage,123.1,98,96,20.88,722.6,77.9,6.74,Alluvial
2458,Cotton,125.6,61.3,69.8,26.53,638.3,48.1,7.48,Black (Regur)
2459,Oil Palm,154.5,108.5,218.3,29.6,2957.7,75.3,5.45,Laterite
2460,Green Gram,30.7,44.2,27.2,25.63,778.2,66.8,6.96,Alluvial
2461,Amaranth,65.4,36.1,37.5,24.51,723.6,67.7,6.46,Red
2462,Plum,131.8,61,112.4,14.52,715.5,64.4,5.98,Forest
2463,Oats,98.1,46.8,46.8,14.57,678.5,55.7,5.52,Loamy
2464,Popcorn,127.7,74.6,59,29.35,884.4,65.3,6.39,Loamy
2465,Taramira,45.9,33.5,25.3,24.1,322,33.5,7.83,Arid/Desert
2466,Walnuts,154.8,95.5,146.3,-8.48,903.8,58.5,6.12,Mountain
2467,Brinjal,121.5,78.9,62.8,22.19,645.1,72.2,6.09,Black
2468,Brahmi,73.4,46.3,46.1,27.39,1549.6,90,6.86,Alluvial
2469,Popcorn,145,64.4,56.1,26.82,573.1,72.9,6.68,Alluvial
2470,Proso Millet,33.5,21.6,22.9,23.26,581.1,52.8,6.57,Red
2471,Tomato,129.8,90.5,106.3,22.11,778.5,63.2,6.98,Loamy
2472,Lettuce,96.8,43.7,40.3,10.13,621.4,63.8,6.33,Peaty
2473,Little Millet,32.3,22.6,23,27,566.8,48.2,6.21,Sandy
2474,Star Anise,67.7,42.5,51.2,21.06,2478.2,77.4,5.63,Mountain
2475,Tamarind,52.3,43.2,53.8,30.04,935.3,51.4,6.26,Alluvial
2476,Apricot,133.7,69.7,108.8,14.49,862.2,63.6,6.89,Forest
2477,Clove,83.4,51.8,92.9,25.46,2493.9,85,5.29,Laterite
2478,Gokhru,27.3,24,29.6,32.98,594.3,35.8,7.54,Sandy
2479,Coriander,77.5,48.2,48.8,16.82,630.2,61,7.75,Black
2480,Rubber,100.8,75.8,100.1,33.63,2894.9,87.3,4.56,Laterite
2481,Litchi,126.1,60.8,101.5,21.55,1450.4,70,6.71,Forest
2482,Kinnow,137.6,78.7,113,21.29,655.9,60.1,6.07,Alluvial
2483,Potato,125.3,144.8,154.7,19.62,552.2,60.8,5.12,Peaty
2484,Sugarcane,204.5,105.9,106.5,32.15,2250.1,75.3,6.71,Alluvial
2485,Lemongrass,76.5,52.6,49.5,33.57,1904.9,77.2,6.07,Laterite
2486,Proso Millet,32.6,22.8,24.5,31.49,527.1,49.7,7.48,Red
2487,Kodo Millet,39.6,22,21.3,26.3,436.1,44.8,7.33,Arid
2488,Arecanut,123.3,44.6,162.7,32.22,1713.1,81.3,5.85,Red
2489,Tulsi,66.7,47,46.9,27.84,973.7,76.3,7.08,Loamy
2490,Proso Millet,31.7,23.3,24.6,23.55,413,40.2,7.03,Loamy
2491,French Bean,71.3,89.5,48.5,21.32,964.3,67,5.63,Loamy
2492,Proso Millet,35,22.7,23.8,23.67,499.7,40.7,6.11,Loamy
2493,Plum,144.2,64.1,90.8,0.08,1033,71.3,6.03,Forest
2494,Onion,129.2,70.3,117.5,23.06,693.8,50,6.72,Loamy
2495,Jowar,95.6,46.8,42.7,31.82,572.4,44.6,7.62,Loamy
2496,Barley,74.2,33.7,25.8,24.67,645.4,42.9,7.51,Loamy
2497,Dragon Fruit,63.6,43.2,90.3,33.94,513.9,60,6.38,Loamy
2498,Cherry,147.5,87.1,138.5,11.53,878.9,70.1,6.82,Mountain
2499,Cluster Bean,26.1,45.7,22.3,33.56,424,53.2,7.64,Arid
2500,Guar Seed,22.3,48.7,20.2,32.72,415,31.8,7.03,Arid/Desert
2501,Ginger,110.5,58.6,103,29.03,2657.3,88.4,6.57,Red
2502,Apricot,126.7,77.9,83.6,13.02,991.5,59.4,6.23,Forest
2503,Tobacco,113.5,57.7,114.2,30.21,929.6,62.3,6,Loamy
2504,Coconut,110.1,300,1,22.85,2091.7,80,5.88,Alluvial
2505,Oats,99.8,46.5,50,9.85,826.8,51.8,6.72,Alluvial
2506,Ragi,63.3,31.7,37.1,21.47,547.5,63.6,7.1,Laterite
2507,Apple,199.7,128.8,165.9,-9.35,919.5,53.4,5.72,Karewa
2508,Horse Gram,25.9,30.1,26.6,20.09,724.7,63.1,6.2,Red
2509,Rubber,80.1,79.6,94.4,34.53,3146.8,75.1,4.62,Laterite
2510,Mulberry,180.8,124.6,138.2,26.78,1135.8,61.9,6.67,Black
2511,Coconut,419,300,1,24.95,1112.8,76.2,6.18,Alluvial
2512,Safflower,44.9,55.6,25.9,24.45,530.2,50.2,6.78,Black
2513,Broccoli,134.7,86.8,83,15.3,566.6,77.6,6.19,Loamy
2514,Pigeon Pea,38.8,63.1,42.6,20.44,974.9,52.4,6.9,Black
2515,Ber,50.6,45.8,56.4,26.51,428.7,40.3,8.44,Sandy
2516,Cotton,117,66.6,59.2,32.5,576.6,55.4,6.86,Alluvial
2517,Maize (Corn),110,65,45.2,24.9,759.8,71.1,6.21,Red
2518,Tomato,122.3,90.4,131.7,23.15,981.1,79,6.21,Alluvial
2519,Cinnamon,84.3,52,93.7,29.6,2111.6,93.7,5.67,Laterite
2520,Castor Seed,70.1,42.9,30.2,26.4,570.3,55.4,7.83,Sandy Loam
2521,Maize (Corn),107.3,65,56.2,31.51,546.2,74.8,6.46,Forest
2522,Coffee,100.9,58.1,104.2,26.7,1939.7,73.8,5.75,Forest
2523,Almonds,171.6,85.5,145.1,23.89,770.8,61.2,6.74,Karewa
2524,Castor Seed,63.3,46.5,20.7,21.07,839.9,40.8,6.67,Sandy Loam
2525,Rapeseed,86.8,52.9,36.5,24.05,427.5,56.7,6.11,Alluvial
2526,Jackfruit,116,49.9,108.2,24.3,1863.2,73.8,6.36,Red
2527,Lettuce,85.2,58.7,53.9,7.06,659.1,61.5,6.9,Peaty
2528,Clove,81.7,42.2,88.9,21.24,3166.5,75.6,5.99,Laterite
2529,Groundnut,28.2,65.6,51.5,25.7,1029.1,56.6,6.34,Red
2530,Coffee,115.7,52.8,123.1,16.16,1688.9,84.1,6.28,Forest
2531,Lettuce,95.9,46.3,40.1,16.78,406.1,71.7,6.41,Peaty
2532,Karakunda,75,42.7,55.4,29.45,1383.2,77.8,6.79,Forest
2533,Rubber,112.9,76.7,81.5,31.45,2056.1,77.5,4.86,Forest
2534,Makhana,77.4,54.5,51.1,25.88,2825.7,90.2,6.39,Marshy (Stagnant Water)
2535,Jowar,89.3,42.5,46.7,28.12,721.9,57.2,7.93,Black
2536,Coffee,119.2,47,121,23.54,1854.9,83.5,6.25,Forest
2537,Jowar,99.5,47.4,48.7,29.27,590.5,50.2,7.14,Black
2538,Safflower,51.7,48.9,26.9,22.43,486.4,48,6.05,Alluvial
2539,Soybean,39.8,73.2,51.5,31.65,652.1,62.5,6.48,Black
2540,Radish,74.6,56.5,64.8,16.94,529.6,71.7,7,Alluvial
2541,Jackfruit,97.4,47.3,115.6,28.3,1791,81,6.94,Laterite
2542,Grapes,120.1,185.8,258.2,26.32,628,59.2,7.24,Loamy
2543,Ridge Gourd,72.4,52.9,62.7,23.61,637.7,72.9,7.46,Sandy Loam
2544,Kiwi,148.7,73.8,141,7.06,1057.2,71.8,6.08,Sub-Montane
2545,Jackfruit,111.3,40.1,99.9,26.72,2271.6,75.1,5.91,Laterite
2546,Mentha,137.9,53.1,58.3,20.11,1066.2,72.2,6.21,Alluvial
2547,Rubber,117.9,61.3,84.2,30.64,3447.1,79.5,4.97,Laterite
2548,Brahmi,61.4,40.9,43,23.56,1720.6,86.3,6.89,Peaty/Marshy
2549,Tulsi,74.5,47.7,40.1,25.05,1029.9,73.9,6.9,Red
2550,Coconut,282.2,300,1,23.66,1957.4,88.7,7.39,Sandy
2551,Avocado,119,71.2,130,28.56,1394.9,66.2,6.67,Red
2552,Rajma,111.6,74.7,53.9,21.49,795.6,78.3,6.11,Loamy
2553,Chili,112.5,64.2,79.7,24.8,899.8,59.9,6.03,Black
2554,Coconut,320.8,300,1,29.94,2390.6,86.6,5.95,Sandy
2555,Cauliflower,127.4,81.9,99.3,19,830.2,65.8,6.35,Alluvial
2556,Rajma,105.6,73.2,45.3,24.86,831.7,77.4,6.28,Forest
2557,Apple,174.7,149.9,170,15.81,967.1,67.8,6.57,Karewa
2558,Custard Apple,48.4,38.4,59.9,25.8,970.1,56.1,7.9,Red
2559,Lemongrass,75.9,51.4,43.4,31.04,2396.3,82.5,7.39,Alluvial
2560,Karakunda,72.3,56.3,45.2,23.08,1465.6,82.1,6.08,Forest
2561,Clove,95.7,57.8,91.2,25.27,3387.8,78.1,5.89,Red
2562,Arecanut,129.7,53.7,162.6,29.51,3151.1,84.8,5.14,Red
2563,Mace,65.7,44.2,119.3,21.92,2183.6,78.4,6.94,Red
2564,Tulsi,76.6,41.8,47.6,26.69,1211.2,69.3,7.38,Loamy
2565,Amla,69.2,45.7,46.7,31.02,598.5,59,8.7,Saline
2566,Cumin,40.6,20.6,28,27.49,347.8,30.5,7.36,Sandy Loam
2567,Sapota,91.6,71.7,106.8,30.24,1400.3,71.6,7.15,Alluvial
2568,Cabbage,147.8,88.3,95.2,17.42,780.5,73.7,6.15,Peaty
2569,Mustard,88.7,42.2,39.7,21.25,642.4,48.8,7.19,Alluvial
2570,Ridge Gourd,61.9,55.9,72,27.71,718.7,60.7,6.17,Sandy Loam
2571,Coconut,257.9,300,1,24.37,2791.8,86.9,6.62,Sandy
2572,Karakunda,79.9,55.8,55.6,23.03,1160.1,65.5,7.31,Forest
2573,Fennel,99.8,48.6,55.3,29.02,721.1,51.1,7.57,Loamy
2574,Shatavari,52.4,40.8,44.8,26.13,1168,57.9,6.24,Sandy
2575,Date Palm,83.6,42.2,83.5,44.23,120.2,20.6,8.71,Arid/Desert
2576,Apricot,131.9,70.5,87.4,14.72,897.1,69.2,7.3,Forest
2577,Kinnow,121.8,65.4,119.8,29.55,691.5,69.1,7.48,Sandy Loam
2578,Sunflower,97.7,66.9,57.1,19.43,720.7,68,7.44,Black
2579,Litchi,145.1,62.7,92.4,31.85,1649.8,76.9,6.48,Alluvial
2580,Date Palm,102.2,42,93.3,42.65,296.9,35.2,8.9,Saline
2581,Pigeon Pea,43.5,60.3,34.9,27.75,602.9,56.8,7.16,Alluvial
2582,Soybean,25.6,62.5,42.9,23.21,893.9,72.3,6.41,Loamy
2583,Potato,127.8,126.6,194.8,22.42,836,78.7,5.87,Peaty
2584,Oil Palm,168.1,90.8,233,26.23,3380.8,79.8,5.17,Alluvial
2585,Cardamom,97.4,80.6,183.2,15.44,2130.7,88.2,6.22,Forest
2586,Brinjal,105.7,58.5,88,29.77,945.6,67.2,6.31,Black
2587,Rapeseed,87.4,59.7,30.8,13.65,484.9,63.7,6.7,Loamy
2588,Buckwheat,51.3,34.4,25.8,19.46,586.7,68.4,5.16,Forest/Mountain
2589,Marigold,71.2,69.1,61.2,18.63,917,78.9,6.52,Red
2590,Dragon Fruit,77.2,46.2,80.3,21.8,1119.9,68.1,6.49,Laterite
2591,Pear,122.3,64.9,113.7,20.01,883.2,67.7,6.82,Loamy
2592,Litchi,128,73.7,92.3,26.22,1384.9,78.3,6.33,Loamy
2593,Cabbage,125.4,88,99,25.92,565.8,70.8,6.37,Peaty
2594,Cabbage,142.5,97,97.4,23.58,639.6,75.6,6.84,Peaty
2595,Sunflower,86.5,75.6,45.5,27.31,576,63.2,6.68,Loamy
2596,Okra,118.7,54.1,54.6,22.87,735.4,61.9,6.48,Loamy
2597,Arecanut,137.6,53.8,147.8,24.31,2132.6,80.6,5.3,Coastal
2598,Apple,152.1,140.8,181.4,3.83,1115.4,56.2,6.26,Mountain
2599,Walnuts,162.2,93.9,131.8,21.03,1184.2,56.3,6.92,Forest
2600,Groundnut,44.2,59.7,50.3,26.13,565.6,50.3,6.78,Alluvial
2601,Brinjal,143.6,67.6,84.5,31.84,944.4,75.3,7.12,Loamy
2602,Guava,75.2,53.9,74.9,24.11,1251.6,70.2,5.96,Loamy
2603,Lemongrass,76.8,56.4,40.2,28.75,1936.1,81.2,5.84,Laterite
2604,Dragon Fruit,66,48.1,89.7,27.79,507.5,50.8,5.96,Sandy
2605,Bajra,74.7,32.4,32.8,26.85,499.2,52.5,8.23,Arid/Desert
2606,Date Palm,97.2,43.2,83,32.42,276.1,38.7,8.36,Saline
2607,Shatavari,51,45,40.7,31.88,1115,68.4,7.43,Red
2608,Safflower,50.6,49,24.4,31.76,445.7,54.9,6.09,Saline
2609,Cotton,135.1,62.6,69.3,22.27,931.6,49.6,8.42,Alluvial
2610,Bottle Gourd,63.6,58,68.6,30.91,558.7,59.8,6.54,Red
2611,Buckwheat,58.6,37.1,25.5,-0.23,665,60.3,5.89,Forest/Mountain
2612,Lettuce,88.2,50.9,41.9,21.8,528.4,70.2,6.24,Alluvial
2613,Popcorn,133.5,75.8,53.1,21.58,850.3,65.8,6.42,Loamy
2614,Ash Gourd,69.4,52.5,70.6,30.4,531,61.2,6.16,Sandy Loam
2615,Avocado,123.5,71.4,137.2,24.09,1060.3,62.3,6.45,Red
2616,Fennel,92.9,40.5,54.2,15.11,763.9,51.3,7.12,Alluvial
2617,Watermelon,77.6,60,94.7,37.72,497.7,63,6.73,Sandy
2618,Cinnamon,93.2,57.2,91.2,24.49,2349.2,81.6,5.94,Red
2619,Maize (Corn),119.8,71.8,52.9,25.71,536.9,68.1,6.97,Red
2620,Sugarcane,231.2,93.9,127.8,26.87,2326.9,74.9,7.39,Black
2621,Groundnut,44.8,59.6,53.4,23.51,1004.3,70.9,7.01,Sandy
2622,Rubber,100.6,72.8,93.3,26.5,3276.5,82.5,5.05,Laterite
2623,Walnuts,157.9,91.6,115.4,2.4,1093,59.2,6.24,Mountain
2624,Tea,141,41,85.8,15.74,2137.5,78.7,5.03,Red
2625,Chickpea,26.9,51.3,26,22.78,613.6,50.8,7.63,Loamy
2626,Bajra,60.7,33.5,34.6,29.99,493.6,36.6,6.51,Arid/Desert
2627,Khesari,17.5,45.4,29.8,21.87,360.5,54.6,7.87,Clayey
2628,Rubber,113.6,65.7,91.8,26.29,3873.1,75.2,4.52,Forest
2629,Sweet Corn,145.1,72.5,49.7,21.47,1170.9,62,6.58,Alluvial
2630,Tea (Clone),127.2,42.2,68,15.32,3499.2,88.8,5.18,Laterite
2631,Fig,66.6,47.4,98.8,35.25,405.6,46.4,6.63,Saline
2632,Carrot,82.7,71.1,106.3,13.28,738.7,70.1,6.89,Sandy Loam
2633,Ginger,141,71.8,102.1,30.92,2231.8,87.7,6.55,Red
2634,Popcorn,123.2,69.7,46.6,31.93,843.3,73.1,6.94,Alluvial
2635,Shatavari,40.1,50.4,45.5,23.47,1038.8,70.7,7.09,Sandy
2636,Curry Leaves,65.8,55.8,65.4,21.33,961.3,79.2,6.25,Loamy
2637,Ragi,73.3,35.9,39.5,22.35,841.6,58.7,7.31,Laterite
2638,Ashwagandha,46.2,42.6,24.4,35.45,542.4,54.5,8.07,Sandy Loam
2639,Betel Vine,195.8,148.3,100.1,21.37,1626.5,91,6.59,Alluvial
2640,Sugarcane,203.8,98.6,114.2,25.44,2139.5,76.6,7,Red
2641,Cowpea,22.9,56.3,22.2,24.12,705.9,50.4,6.73,Alluvial
2642,Mentha,133,51.9,57.4,26.88,1113.3,78,7.44,Alluvial
2643,Turmeric,113.6,66.4,126.7,28.18,2027.5,75.2,7.21,Red
2644,Sweet Corn,128.9,69.6,57.1,29.58,1142.3,71,6.72,Alluvial
2645,Mustard,93.8,45.3,30.9,22,736.1,50.4,6.82,Alluvial
2646,Khesari,23.9,48.4,29.2,15.46,440.1,43.6,7.33,Clayey
2647,Ragi,70.2,38.5,36.5,27.28,741.6,68.9,7.19,Loamy
2648,Cluster Bean,27,41.9,29.3,31.8,406.4,49.8,7.29,Alluvial
2649,Apricot,138.4,73.1,97.4,12.08,698.1,66.5,6.04,Karewa
2650,Potato,158.5,123.9,181,21.78,783.2,76.9,5.71,Alluvial
2651,Coconut,359,300,1,24.6,2572.4,79,5.95,Coastal
2652,Ginger,110,62.6,129,21.86,1577,86.1,6.5,Alluvial
2653,Star Anise,74.8,59.5,49.8,18.75,2361.7,87.7,6.1,Mountain
2654,Horse Gram,21.1,35.5,29.8,28.44,569.5,41.1,6.6,Sandy
2655,Coconut,445.5,300,1,30.34,2401.6,75.9,7.43,Alluvial
2656,Coconut,310.9,300,1,29.23,1377.7,91.8,6.7,Sandy
2657,Turmeric,102.1,51.3,100.4,24.61,2658.5,76.3,5.86,Laterite
2658,Cabbage,149.2,90.9,92.5,25.99,771.1,67.2,6.18,Loamy
2659,Little Millet,37.2,23.1,23.3,22.57,623.9,56.2,6.03,Gravelly
2660,Green Gram,29,43.3,32.5,27.79,838.5,64.6,6.59,Alluvial
2661,Chickpea,25.7,51.9,29.6,22.23,571.1,43.8,6.3,Alluvial
2662,Fenugreek,51.5,40.9,35.4,18.08,495.8,63.4,7.72,Loamy
2663,Bamboo,132.4,50.5,142.3,24.37,2481.1,76.3,5.34,Alluvial
2664,Mentha,123.6,50.3,51.4,31.49,1326.7,83.1,6.94,Peaty
2665,Nutmeg,88.9,47.7,89.9,24.66,3179.3,86.3,6.66,Red
2666,Cinnamon,82.9,41.9,92.4,27.86,2657.9,91.3,6.19,Red
2667,Indigo,43.2,48,41.9,25.97,625.5,62.1,6.15,Loamy
2668,Karakunda,63.7,56.6,55,20.12,1491.9,82.4,6.37,Forest
2669,Proso Millet,32.3,22,21.9,23.46,519.4,40.3,6.12,Loamy
2670,Sweet Potato,71.5,44.9,131.9,31.52,1192.9,67.8,5.98,Sandy
2671,Taramira,49.4,32.5,26.7,17.58,368.3,31.7,7.14,Sandy
2672,Carrot,95.4,64.3,117.1,16.86,698.7,71.9,6.48,Alluvial
2673,Carrot,95.8,83.4,103.6,15.15,805.5,72.9,6.2,Sandy Loam
2674,Cauliflower,145.8,87.7,87,16.76,635.5,83.8,6.68,Loamy
2675,Sunflower,93.1,61.1,52.3,18.13,681.9,51,7.45,Alluvial
2676,Capsicum,119.9,86.7,113.4,26.65,616.8,68.6,6.92,Alluvial
2677,Dragon Fruit,64.1,40.2,92.3,25.72,563.2,53.7,6.83,Laterite
2678,Mentha,142.1,59.5,53.3,27.02,1323.9,75.9,7.49,Alluvial
2679,Sugarcane,276,117.8,103.9,34.46,2321,69.3,7.24,Black
2680,Ash Gourd,75.6,50.9,60.2,29.29,643.2,60.7,6.82,Red
2681,Pineapple,105.4,48.3,111.3,20.16,2395.5,81.3,5.07,Forest
2682,Mulberry,207.3,146.6,139,27.55,912.5,62.6,7.17,Alluvial
2683,Rajma,110.5,63.3,46,24.83,951.4,75.5,6.02,Loamy
2684,Black Gram,23.8,55.5,34.1,31.1,781.3,52.4,7.57,Black
2685,Tea,142,33.1,86.6,20.51,2700.6,87.6,5.14,Red
2686,Radish,70.3,56.1,70,18.34,437,58.4,6.22,Sandy Loam
2687,Curry Leaves,71.2,40.4,68.3,22.89,898.7,65.1,6.05,Red
2688,Proso Millet,36.9,24.6,21.9,23.47,432.8,48.5,6.49,Sandy
2689,Cocoa,106.2,64.9,116.2,29.71,1620.4,83.9,6.96,Alluvial
2690,Kodo Millet,34.9,22.5,22.6,31.34,554.6,52.7,7.68,Red
2691,French Bean,84.3,99.4,54.6,18.17,750.4,69,6.49,Loamy
2692,Kalmegh,41.4,46.1,30.4,27.71,1975.2,81.3,6.38,Red
2693,Popcorn,127.8,79.7,59.1,27.28,884.9,66.9,6.11,Loamy
2694,Safflower,46,43.1,25.1,24.14,542.3,38.5,6.35,Black
2695,Barley,62.6,33.1,21.8,24.9,488.4,44.5,8.08,Loamy
2696,Chickpea,27.2,57,28.1,21.12,511.4,40.4,7.62,Black
2697,Foxtail Millet,54.2,29.5,24.5,22.72,583.3,40.1,6.5,Black
2698,Cowpea,20.5,58.7,25.1,30.8,800.6,66,6.25,Sandy
2699,Arecanut,138,57.8,143.6,22.96,1602.1,79.6,5.47,Laterite
2700,Lettuce,88.9,55.4,54.3,14.4,596.4,73.5,6.31,Peaty
2701,Sunflower,80.1,66.8,53.5,27.33,609.2,59,7.45,Black
2702,Amla,79.5,45.6,55.5,27.32,886.1,56.4,8.53,Alluvial
2703,Fig,78.2,48.3,98.4,27.09,786.7,58.7,8.01,Alluvial
2704,Groundnut,49,53.7,72.7,31.57,613.3,55.4,6.26,Red
2705,Radish,64,51.1,70.9,12.96,504.2,70,6.19,Alluvial
2706,Little Millet,36,21.8,20.2,29.93,513.4,52,6.49,Gravelly
2707,Radish,76.8,44.2,78.6,17.95,727.2,56.6,7.21,Alluvial
2708,Okra,104.9,52.9,57.4,28.56,741.8,72,6.97,Alluvial
2709,Taramira,43.3,39.3,23.5,24.34,375.9,35,7.51,Sandy
2710,Drumstick,74.8,44.7,58.3,25.67,509.5,68.7,6.08,Red
2711,Amaranth,62.7,35.8,38.5,23.77,697.2,53.8,6.06,Alluvial
2712,Walnuts,159.3,113.9,122.5,-2.3,1038.3,69.1,7.46,Forest
2713,Kodo Millet,36.8,23.3,23.3,28.11,582.5,42.1,7.72,Arid
2714,Sapota,110.5,78.5,80.7,33.26,1468.6,67.5,7.22,Red
2715,Ashwagandha,44.1,43.7,25.1,20.14,646.6,62.9,8.47,Black
2716,Ragi,64.2,38.1,35.8,27.21,715.3,59.4,6.93,Loamy
2717,Karakunda,75.3,50.3,52.5,29.73,1132.7,84.9,6.56,Mountain
2718,Brinjal,106.2,64.4,79.4,28.31,791.9,78.8,6.89,Alluvial
2719,Cocoa,138,61.9,138,29.65,1816.6,89.6,6.38,Red
2720,Plum,105,77.2,91.1,20.92,1158,63.7,6.7,Mountain
2721,Barnyard Millet,30.5,21.1,23.8,27.54,648.3,50.6,5.68,Forest
2722,Aloe Vera,32.6,27.4,28.6,35.67,232.4,33.6,7.56,Arid
2723,Shatavari,41.1,52.6,45.2,22.1,765.5,54.9,7.06,Red
2724,Bajra,72.7,39.2,32.9,34.86,545.6,46.3,6.79,Sandy
2725,Tamarind,41.5,36.8,69.3,31.15,804,66,7.28,Gravelly
2726,Wheat,105.4,63.6,51.6,20.88,607.3,44.3,7.35,Black
2727,Pumpkin,77,46.3,65.4,27.6,786.5,59.8,6.7,Alluvial
2728,Litchi,116.7,67.1,81.1,26.65,1369,84.6,6.25,Loamy
2729,Green Gram,31.8,42,20.4,29.2,768.2,50.5,6.72,Red
2730,Mentha,141.5,58,50.6,21.56,1042.4,67.4,6.07,Peaty
2731,Marigold,88.6,88,72,28.29,895.7,67.7,6.88,Loamy
2732,Cinnamon,83.9,42.2,99.3,23.62,3366.2,88.8,5.41,Laterite
2733,Rice (Paddy),107.1,49.3,57.1,28.61,1600.9,89.7,5.99,Alluvial
2734,Jowar,82,40.3,45,32.31,431.7,49.5,7.47,Alluvial
2735,Chili,113.1,68.4,72.8,22.81,727.1,63.6,6.11,Loamy
2736,Avocado,120.6,76.7,126.4,28.68,1198,61.2,6.47,Loamy
2737,Cowpea,35.1,48.8,29.5,26.67,512.4,60.2,6.03,Sandy
2738,Tomato,147.6,97.1,121.4,24.05,927.4,62.1,6.11,Loamy
2739,Lemongrass,63,52.6,42.1,33.74,1712.5,77.2,6.56,Laterite
2740,Rose,139.6,148.7,120.4,16.31,1357.2,63.1,6.7,Red
2741,Pomegranate,92.5,46.6,82.4,30.57,762.6,56.1,6.74,Saline
2742,Mace,63.5,53.1,94.6,31.13,3490.7,80.5,6.15,Red
2743,Marigold,83.5,86.9,88.4,20.82,887.5,67.4,6.59,Alluvial
2744,Tomato,117,98.2,122.1,28.9,973.6,60.3,6.49,Loamy
2745,Mustard,94.6,47.8,24.7,11.94,608.2,63.5,6.68,Loamy
2746,Cowpea,24.5,57.4,34.4,25.44,897.6,65,7.48,Red
2747,Proso Millet,36.9,23.4,22.2,20.93,418.2,37.1,6.38,Red
2748,Potato,133.3,121.8,184.1,16.13,653.4,73.8,5.37,Peaty
2749,Tomato,113.5,91.3,141.4,23.28,912.6,74.9,6,Red
2750,Coffee,135.2,50,137.5,22.57,2000.8,71.7,6.06,Red
2751,Tea,137,33.8,61.8,18.53,2486.9,88.9,5.31,Laterite
