N,P,K,temperature,humidity,ph,rainfall,label
36.6,63.1,44.4,25.8,53.3,6.54,747.7,Soybean
90.6,44,36.5,26.1,55.9,7.03,448.3,Sorghum
58.1,40.1,33.6,28.3,45.5,7.14,489.7,Jowar
94,36.6,50.9,12.7,68.4,6.81,482.2,Spinach
47.1,40.1,26.7,13.1,26.8,7.07,244.2,Fennel
39,48.1,26.5,23,38.2,5.91,525.4,Chickpea
54.5,29.8,77.7,33.3,60.1,7.36,776.6,Tamarind
144,75,99,28.6,72.3,6.45,1047.7,Papaya
97.9,54.8,71.3,20,66.6,6.34,1199.3,Litchi
51.8,39.1,80.7,26.1,61.4,6.62,865.8,Pumpkin
100.7,51.2,52.9,15.9,59,6.62,499.7,Lettuce
48.4,29.4,24.7,20.2,36.5,7.3,297.1,Fennel
99.7,47.8,91.2,12.4,57.4,7.61,383.6,Carrot
84.4,42.7,73.7,34.1,53.9,5.99,989.4,Lemon
105.8,46.3,87.8,31.2,66.8,6.82,1036.3,Mango
94.9,35.9,80.5,35.9,55.6,7.26,665.4,Watermelon
71.8,48.6,77,28.7,73.1,7.28,826.5,Bottle Gourd
76.9,63.2,86.2,18.1,55.2,7.33,576,Beetroot
61.7,52,67.4,21,57.9,6.86,524.4,Garlic
64.1,41.9,77.5,29.9,54.3,7.36,396.1,Muskmelon
69.8,40.8,32.4,32.1,40.7,8.07,342.9,Pearl Millet
133.6,70.9,113.6,33.2,71.3,6.26,1432.2,Papaya
29.4,48.5,66.7,29.9,54.6,6.1,444.5,Groundnut
82.3,40.5,87.6,25.6,84.6,6.1,1681.3,Black Pepper
75.1,29.7,89.6,19.5,73.3,7.33,1701.8,Guava
30.6,31.7,27.5,27.4,45.2,7.5,621.9,Ashwagandha
98.3,44.9,77.4,29.7,78.6,6.68,1179.1,Litchi
44.7,30.3,46.1,23.4,56.5,6.05,1197.2,Curry Leaf
78,49.8,143,27.5,78.8,6.97,1489.9,Coconut
64.7,27.2,73.3,22.8,58.1,6.57,530.7,Amla
95.6,40.6,109.2,28.3,46,6,694.3,Onion
86,55.2,88.7,20.7,61.1,6.07,429,Beetroot
63,37.3,54,24.9,71.4,6.44,1098.6,Snake Gourd
106.4,47.2,163.7,21.2,83.8,5.52,2143.7,Coffee
34.2,41.1,49.1,15.6,60.1,7.33,471.9,Pea
105.2,54.8,62.3,32.7,68.8,5.65,520.1,Brinjal
104.9,49.5,63.1,34.2,60,6.45,788,Bitter Gourd
40.7,39.2,53.9,17.4,58.4,7.2,478.3,Field Pea
52,30.8,55.4,38.5,60.5,7.36,1029.5,Tamarind
28.2,51,67,33,65.1,5.98,669,Groundnut
121.4,59.7,52.1,25.5,81.7,5.73,622.8,Rice
84.7,54.5,41.6,15.5,59.4,7.6,470.4,Wheat
107.6,48.4,53.2,18.7,48,6.95,414.7,Wheat
108.8,53.2,47.8,28.3,72.6,6.28,1317.8,Paddy
30.6,24.3,36.8,26.6,38.3,6.55,277,Fenugreek
83.2,48.6,74.6,20.4,56.4,6.01,679.1,Capsicum
36.4,42.1,18,20.2,40.3,6.69,462,Gram
68.7,43,56.6,25.2,61.1,7.65,575.1,Sunflower
80.5,47,58.5,26.5,57.4,6.9,780.6,Watermelon
42,53.1,67.9,30.5,56.8,7.33,731,Groundnut
35.3,43,23.8,33.2,59.7,6.22,693.6,Cowpea
103.8,49.6,66.6,32.2,62.5,6.82,960.2,Bitter Gourd
81,40.1,38.8,27.7,63,6.11,619.3,Jowar
57.9,50.8,42.6,26.2,48.6,6.47,502.2,Castor
76.9,58.5,63.6,24.3,73.1,6.41,758.3,Chilli
71.5,47.4,27.7,17.5,42.1,6.93,288.2,Barley
82.7,68,85.6,27.6,92.5,4.69,2863.9,Rubber
62.6,35.3,73.5,28.2,54.7,6.73,825.3,Pumpkin
89.9,56.6,78.1,16.5,61.4,6.81,581.8,Onion
149.6,70.8,107.8,30.4,71.7,7.04,1381,Papaya
29.6,21.5,31.1,25.2,36.5,7.55,696.6,Ashwagandha
79.8,59.8,48.7,35.9,39.7,6.89,526.4,Sorghum
50.2,25.8,49.9,36.1,70.6,7.01,507.5,Drumstick
106.6,54.7,94.9,18.7,69.9,6.92,417.6,Cabbage
29.4,59.7,22.3,28.3,52.4,6.33,725.6,Urad Dal
30.5,45,42.2,26.3,59.1,6.88,652.9,Groundnut
190.3,64.9,215.2,30.7,78.3,6.34,1928.3,Banana
52.2,34.1,89.3,20.7,59.9,7.2,789.6,Pumpkin
26.9,70.5,46.4,23.7,67.9,6.43,741.3,Soybean
82.5,42,97.6,30.7,79.6,7,1546.6,Turmeric
48.1,36.1,56.7,34.8,62.3,6.75,847.6,Tamarind
67.7,45,105.7,35.5,90.1,5.91,1363.7,Turmeric
33.4,57.6,31.9,19.5,40.7,6,483.5,Lentil
10.6,34.8,35.9,31.4,46,7.43,262.7,Guar
31.3,42.3,32.2,20.2,41.6,7.25,441.3,Gram
84.9,55.6,70.5,38,65.1,5.5,1278.1,Mango
72.5,48.8,78.2,22.9,58.4,8.04,644.8,Grapes
42.1,30.4,31.1,23.8,17.4,7.43,356,Cumin
85.1,25.9,27.4,28.9,83.4,6.86,1853.8,Jute
76,45.2,106,26.7,60.8,7.27,875.3,Grapes
24.9,47.5,34.6,26.5,46.6,7.01,365.1,Lentil
74.1,32.6,71,23.3,64.2,6.77,667.7,Pumpkin
88.5,46.1,69.2,26,80,6.83,936.1,Mango
55.6,29.8,28.6,17.9,46.6,6.81,321.9,Linseed
61.2,45.1,91.2,12.3,61.9,7.24,302.1,Turnip
49.8,26.2,84.3,26.3,83.4,6.13,2216.5,Clove
28.7,42.8,35.8,20.1,49.7,7.09,383,Chickpea
67,39.5,45.7,28.1,57.3,7.26,736.1,Jowar
124.6,45,52.1,23.5,73.4,5.8,1146.8,Paddy
89.6,45.1,73.8,31.7,69.1,6.74,717.8,Brinjal
72.1,58.7,102.5,20.4,56.4,6.49,475.3,Beetroot
62.1,50.2,81.2,20.7,66.1,7.08,510.9,Carrot
64.1,43.2,54.9,25.8,31.3,5.84,384.9,Pomegranate
78.2,36.9,41.8,27.1,58.8,7.19,766.7,Jowar
70.9,44.8,37.8,25.2,39.3,6.88,523.8,Bajra
80.4,26.8,28.9,31.4,29.8,8.04,363.3,Pearl Millet
55.8,40.4,69,26.7,68.4,6.89,612.1,Ash Gourd
34.9,46.6,35,17.9,43.2,5.55,494.8,Chickpea
90.1,40.4,48.6,12.7,64.8,7.08,454.1,Spinach
61.5,45.5,60.4,33.7,51.6,5.83,339.9,Pomegranate
91.3,66.3,91.5,29.9,85.4,6.07,1984.4,Rubber
32.9,49,19.4,34.7,74.4,6.17,677.4,Cowpea
104,46.5,67.4,35.3,63.2,7.15,994.7,Bottle Gourd
94.5,34.3,46.7,12.3,57.9,6.45,1041.8,Lemon
17.7,56.8,28.3,33.3,65.6,7.58,795.8,Blackgram
113.7,52.4,43.8,25.4,56.2,6.63,549.3,Sorghum
190.9,61.5,117.1,27.6,72,7.03,1658.4,Sugarcane
48.2,19.6,23.8,36.4,63.9,8.14,609.2,Sesame
80.2,51.9,64.1,36.3,74.6,6.59,976.6,Chilli
47.6,51.2,126.8,26.1,63.9,5.4,862.9,Sweet Potato
115.1,40.1,102.3,27.4,81.7,4.91,1884.2,Tea
46.7,35.9,29.8,27.1,50.1,6.02,716.9,Niger
61.6,51.3,79.4,23.9,87.6,5.7,2180.3,Cardamom
28.9,48,25.4,29.6,45.5,7.74,411.7,Cluster Bean
120.8,54.1,155.1,17.8,77.3,5.63,1801.5,Coffee
109.8,63.5,126.7,30.5,73,7.25,1294.4,Papaya
82,43.1,47.7,16.8,60.4,7.51,463.8,Radish
36,29.5,28.2,24.4,34.1,7.23,320.1,Coriander
49.3,12.9,25.6,24.9,57.2,5.93,957.8,Niger
167.4,92.4,102.7,30.6,78.2,6.34,1291.1,Sugarcane
20.2,58.8,22.4,33,46.4,7.1,837.4,Pigeon Pea
84.4,72.2,135.7,23.3,50,6.88,545.7,Beetroot
69.8,44.5,37.6,25.4,68.9,7.07,781.8,Ridge Gourd
65.4,22.6,61.1,32.6,65.4,7.72,1104.3,Tamarind
77.8,27.9,34.7,29.9,54.3,7.6,494.6,Pearl Millet
73.1,53.5,36.5,36.7,47.9,7.14,510.1,Jowar
22.1,30.8,31.3,35.7,33.2,7.4,405.8,Horse Gram
90.6,57.2,38,35.1,56.7,6.86,583.3,Cotton
37.8,34.6,35.6,27.1,24.2,6.87,306.7,Coriander
105.6,56,49.7,30.1,69.1,6.61,1469.6,Paddy
89.7,40.6,65.1,21.7,57.5,6.32,882.1,Lemon
89.3,47.5,95.8,30.4,60.3,5.72,1239.5,Mango
117.2,41.5,121.9,19.1,80.1,6.04,2086.7,Coffee
148.3,51.2,56.4,29.9,67.6,7.36,785.2,Mentha
43.7,40.4,76.7,23.1,82.4,5.91,2116.1,Clove
28.8,43.3,32.1,19.1,49.9,7.16,333,Lentil
70.7,49.9,73.2,21.3,62.4,6.36,723.1,Capsicum
110.2,48.5,82.1,35.1,76.1,6.87,615,Mango
82,53.8,60.4,33.8,63.3,5.59,1230.1,Mango
30.9,35.6,38.1,29.9,65.3,6.78,625.6,Mung Bean
92.8,54.8,125.4,33.9,89.3,6.08,1562.3,Jackfruit
83.2,41.5,30.2,25.1,45.4,7.01,435.2,Bajra
42.4,29.8,35.1,25.2,35.3,7.1,456.2,Safflower
78.5,43.3,137.7,25.5,63.6,6.59,813.7,Tobacco
83,45.5,88.7,12.8,72.8,6.38,489.8,Cauliflower
59,37.9,77.9,21.9,79.8,5.99,2388.4,Cardamom
94.4,56.3,82.3,32.7,77.1,5.76,1188.6,Litchi
52.6,25.8,56.5,31,57.8,7.04,503.6,Drumstick
52.9,36.8,74.9,28.3,54.1,6.89,691,Pumpkin
51.9,30.8,75.8,23.1,72.9,5.29,1810.5,Cardamom
32.9,50.5,31.6,30.1,56.3,6.52,609.3,Greengram
68.8,52.4,55.3,29.5,77.8,6.85,906.3,Ash Gourd
31.8,49.8,50.5,10.1,60.3,6.43,379.8,Field Pea
118.9,30.3,107.2,21,69.8,5,1838.1,Tea
95.2,46.5,102.4,36.3,78,6.77,1798.9,Turmeric
94.2,33.6,51.7,33.5,69.3,5.67,1633.7,Rice
131.2,69.2,110.2,24,61.8,6.75,645.9,Tomato
74.4,27,41.2,24.4,86.6,5.9,2339,Jute
45.2,19.2,24.3,21,44.5,7.63,444.2,Coriander
85.6,54.2,63.2,23.7,78.4,6.77,1016.4,Mango
132.6,57,43.8,32.2,85.6,5.97,1175.9,Rice
23.4,43.6,35.4,27.9,65.2,6.81,511.3,Mung Bean
61.5,47.4,24.5,29.6,53.6,7.72,379.3,Bajra
36.1,45.8,34,42.4,48.8,7.12,384.8,Cluster Bean
30.9,50.8,38.8,29.1,64,6.68,559.7,Mung Bean
77.5,40.1,72.6,20.6,61.3,6.42,1338.9,Lemon
42.4,28.9,37.2,17.3,41.5,6.87,361.7,Linseed
140.2,46.8,48.7,28.2,66.6,7.12,982.6,Mentha
25.3,56.3,23.7,25.8,30.8,7.15,345.2,Chickpea
81.4,46.6,61,20,65.6,6.93,480.7,Radish
24.9,50.7,32.1,10.2,47.8,7.42,361.5,Lentil
118.7,42.6,50.1,19.5,55.7,6.92,413.5,Wheat
93,44.6,45.6,26.8,56.3,6.37,408.8,Sorghum
93.8,46,60.6,21.5,60.9,6.69,614.2,Garlic
101.1,47.9,95.7,19.6,68.3,6.92,607.9,Cauliflower
79.9,47.2,42.6,28.1,47.6,6.47,563.8,Sorghum
84.6,59.1,44.7,30.4,56,6.26,578.8,Sunflower
88.7,44.4,89.1,35.4,59.6,6.61,1022.8,Mango
100.4,34.7,71.4,25,64.4,7.35,697,Brinjal
69.4,45,21,18,37.2,6.77,612.5,Mustard
20.1,24.3,39.8,27.5,48.9,7.39,333.9,Guar
29.9,58.9,25.8,27.9,41.5,7.25,388,Chickpea
146.5,67.8,85.4,18.3,69.1,6.56,641.8,Broccoli
45,37.8,47.2,41.8,19,7.69,410.3,Ber
40.6,49.5,25.1,21.1,48.4,6.48,420.4,Lentil
200.8,64.4,103.9,22.8,77.5,7.26,1138.9,Sugarcane
127.2,45.2,91.9,22.2,71.3,5.01,1627.3,Tea
100.6,45.6,75.7,34.3,69.5,7.07,917.1,Bottle Gourd
38.8,40.9,92.9,24.4,78.5,5.2,1885.4,Cardamom
74.3,40.3,40.4,25.8,50.6,6.87,652.3,Sunflower
130.3,52.5,50.3,31.8,63.5,6.12,887.2,Mentha
127.1,64.8,107.6,31.2,54.1,7.45,1559.6,Papaya
28.6,44.1,57.3,30.7,54.6,5.69,641.8,Groundnut
34,68.5,51.5,25.3,50.6,6.4,856.1,Soybean
42.8,26.3,35.9,23.9,44.8,7.23,425,Fennel
67.8,53.9,37.9,20.3,49.8,6.88,559.7,Garlic
90.7,52.7,46.8,16.3,52.1,7.09,506.2,Garlic
81.9,48.9,47.8,27.4,77.3,5.99,1336.2,Guava
96,60.8,87.4,33.7,86.2,6.49,1382.4,Ginger
32.7,27.2,34,37.3,44.4,7.8,649.1,Ashwagandha
71.4,35.4,28.2,38,24.8,7.39,313.3,Pearl Millet
36.8,53.7,65.6,31.2,57.7,6.05,570.9,Groundnut
24.6,52.9,54.1,14.6,64.2,6.84,449,Pea
105.9,60,131.9,22.4,62.7,6.32,1044.8,Tobacco
32.1,58.3,33.5,34,48.3,8.03,488.3,Cluster Bean
64.6,49.3,90.2,24.2,65.6,5.81,570.2,Cucumber
71.1,53.2,47.1,13.4,69.5,6.91,413.3,Spinach
30.8,51.3,34.3,33.5,52.5,6.94,416.8,Mung Bean
31.3,46.4,29.2,23.5,46.9,7.7,332.3,Cluster Bean
28.8,31.9,36.2,22.2,36.7,7.9,560.5,Ashwagandha
134.4,50.2,46.9,29.5,72,6.98,1057.9,Mentha
66.6,30.4,24.3,23.2,56.6,6.62,427.5,Ragi
124.5,60,71.1,17.9,69.4,6.59,782.7,Broccoli
89.9,53.3,62.3,30.9,63.1,6.45,763.3,Bitter Gourd
67,47.4,67.1,26.5,69.8,6.3,542.2,Cucumber
108.4,44.8,45.4,28.1,73.6,6.64,1060.1,Rice
76.4,52.8,120,21.3,60.1,7.07,586.7,Beetroot
68,39.7,116.5,29.4,78.9,5.32,1031.7,Sweet Potato
140.4,47.3,87.7,22.1,80.3,4.27,2091,Tea
30.1,28,64.4,24.2,52.6,7.5,689.2,Tamarind
124.2,39.3,104.6,24.8,82.9,4.51,2141.2,Tea
57.9,39.3,63.1,29.8,69.4,6.7,654.5,Ash Gourd
129.2,62.5,48.9,31.1,57,5.24,658.4,Maize
54.5,19.6,42.9,24.6,46.6,6.3,990.5,Drumstick
102.4,51.6,53.5,18.5,84.2,5.78,1325.8,Paddy
127,43.3,47.8,23.8,35.7,6.16,456.1,Wheat
82.2,45.5,60.5,30.4,65.1,7.22,808.5,Okra
76.6,52,56.2,19.6,67.2,6.22,899.9,Capsicum
69.6,44.2,20.9,28.3,43.5,6.89,250,Barley
54.5,41.2,39.6,31.9,69.5,7.13,1029.9,Amla
95.4,51.5,85.9,37.8,65,6.25,1257.5,Mango
77.9,45.6,123.1,26.6,56.6,7.46,539.7,Grapes
101.9,54.8,67.4,15.8,64.6,6.61,682.1,Cabbage
57.5,38.4,32.6,18.4,50.7,6.48,782.8,Mustard
71.3,37.1,66.8,32.7,60.2,7.03,569.6,Muskmelon
117,49.1,100.1,18.8,70,6.69,519.2,Cabbage
74.4,36.9,161.5,26.3,72.7,6.22,1852.1,Coconut
55.8,48.5,99.2,27.5,74,5.88,1933.1,Turmeric
47.4,29.2,36.6,20.3,38.4,6.84,331.6,Cumin
30.4,30.7,34.4,27.9,37.4,7.53,692.3,Ashwagandha
84.3,44.4,108.1,14.9,62.9,7.19,515.6,Carrot
59.5,47.9,132.8,28,72.1,5.68,840.2,Sweet Potato
56.8,46.7,93.9,24.4,50.2,7.35,664.6,Grapes
29.5,49.7,44.7,15.5,49.8,6.18,416.6,Field Pea
125.7,47.6,86.7,33.4,86.3,5.16,2626.4,Tea
70.3,46.8,54.7,26.5,82.5,6.58,679,Okra
97.8,69.9,143,21.8,68.7,5.73,829,Tobacco
68,27.2,26.5,32.7,38.7,5.94,383.4,Bajra
110.7,43.4,53.4,26.7,52.2,7.19,552.4,Sorghum
79.8,53.5,43.3,22.8,79.8,6.47,807.6,Ridge Gourd
26.5,49.9,25.3,31.1,63.6,6.36,1099.3,Pigeon Pea
73.2,44.7,48,23.9,56.3,7.31,896.1,Drumstick
47.9,34.9,25.5,12.7,34.6,7.59,378.1,Cumin
74.7,43.3,60.3,20.1,60.8,6.13,889.8,Lemon
124.5,40.8,74.9,21.7,60,6.52,570,Cabbage
60.2,40.9,51.1,21.6,68.8,7.42,839.6,Ash Gourd
26.5,54.6,34.7,32.3,67.4,6.46,652.4,Greengram
68.4,43.8,76.6,33.2,63.4,7.14,590.7,Watermelon
55.7,32.4,27.6,38.2,59.6,6.75,652.4,Ragi
83.1,31.3,40.2,16.1,68,6.91,475.8,Spinach
13.3,31.9,25.8,29.7,30.7,7.61,320.6,Guar
26.1,38,28.5,31.5,42,8.92,470,Ber
85.3,57.7,71.5,23.7,59.8,5.72,862.9,Capsicum
84.1,51.3,81.9,29.8,64,6.8,746.2,Chilli
19.6,34.8,30.6,31.5,51.2,6.24,366.1,Horse Gram
100.9,47.2,100.3,28,77,6.47,1315.5,Litchi
87.3,58.4,81,33.4,91.3,5.27,2477.7,Rubber
32.1,52.4,25.8,21.9,39.8,7.67,337.1,Chickpea
104.1,71,128,31.1,79.5,5.79,1250.3,Papaya
49.9,28,30.4,11.1,45.2,6.46,420.2,Linseed
97.9,52.6,191.9,31.5,84.9,5.93,1533.1,Coconut
60.9,53,85.8,8.1,51.9,6.71,465.6,Garlic
113.2,70.3,113.6,25.5,71,5.94,828.9,Tomato
26.1,56.4,32.5,29,58.8,6.7,876.3,Arhar Dal
113.3,55.7,65.2,15.2,72,6.95,326.9,Lettuce
98.2,49.7,143.5,31.5,74,7.25,1922.5,Jackfruit
75.2,43.8,51,16,57.9,6.26,1172.5,Lemon
59.5,32.8,89.9,24.1,79.3,5.99,2071.5,Clove
96.2,46.6,76,19.1,65.5,7.34,615.3,Onion
73.2,33.3,71.2,31.4,58.6,6.94,1127,Drumstick
6,23.9,28.3,31.6,35.8,6.83,455.2,Guar
60,36.7,52.8,28.7,71,6.92,713.3,Ash Gourd
81.4,34.7,33.6,11,44,6.8,342.5,Barley
97.5,53.8,74.6,28.1,67.5,7.28,640.9,Onion
13.3,31,34.4,36.6,57.2,6.84,451.6,Horse Gram
40.1,27.4,53.4,28,55.7,6.95,440.1,Drumstick
50.3,35.4,27.8,25.7,45.4,6.29,510.4,Safflower
22.6,29.4,37.3,6.2,37.8,5.8,330.6,Fenugreek
78.5,35.2,64.1,23.2,63.3,6.33,1658.6,Guava
67.9,55.9,57,30.8,67.7,7.01,652.8,Okra
99.4,51.9,67.1,25.5,61.8,6.2,1252.6,Orange
54.4,37,58.2,25.8,67,6.7,956.7,Curry Leaf
100.7,52.5,72.7,14.9,71,6.21,634.7,Cabbage
110.9,36.6,31,39,41,6.49,659.5,Sorghum
79.1,51.7,74.3,26.1,60,6.24,880.4,Chilli
110.1,55.2,165.2,31.9,79.9,6.86,1349.1,Coconut
127.9,42.6,45.6,33.6,77.6,7.11,933.7,Mentha
95.9,43.5,66.3,30.3,68.9,6.96,742.7,Bottle Gourd
120.5,45.1,71.4,22,89.4,5.23,2135.2,Tea
92.2,57.1,65.3,16.9,63,7.23,468.5,Cauliflower
104.9,44.8,75,27,60.9,6.52,613.3,Capsicum
16.3,29.6,17.7,26.1,29.5,8.07,318.9,Moth Bean
38.4,20.7,33.6,24.3,33.7,6.86,368.7,Safflower
59.5,29.5,99.8,32.1,74.2,5.92,1327.4,Pineapple
57.4,46.7,107,25.4,67.4,5.75,636.3,Sweet Potato
32.6,53.6,27.2,29,62.1,6.91,854.6,Pigeon Pea
38.6,34.5,32.5,21.7,59.8,6.42,516.9,Niger
36.1,55.8,42.9,32.1,60.5,6.81,627.9,Urad Dal
144.1,44.7,102.6,23.5,61,5.48,2137,Tea
81,46.8,160.3,35.2,82.9,4.68,1448,Coconut
106.1,60,103.1,26,59.5,5.72,797.2,Tobacco
29.5,43.2,30.6,27.2,57.9,6.17,623,Niger
89.1,46.8,66.4,21.1,65.3,5.45,479.5,Lemon
69.1,52.5,86.5,29.5,71.6,5.13,2847.6,Rubber
72.8,73,100.3,26.5,67.9,7.27,521.9,Beetroot
22.4,43.8,26.7,28.6,59.7,6.99,622.4,Urad Dal
134.7,79.4,47,30.2,61.9,6.45,1034.9,Maize
44.4,42.8,52,29.6,66.2,6.87,999.8,Snake Gourd
95.4,54.4,67.4,30.6,59.1,6.86,799.4,Bottle Gourd
65.5,39.5,80.5,36.9,49.9,6.71,535,Muskmelon
81.4,31,42,29.6,48.7,6.4,593.3,Jowar
110.7,54.6,83.6,29.2,77.4,6.97,754,Bottle Gourd
43.7,38.4,47.7,30.3,42.7,6.15,518.8,Pomegranate
68,51.6,94.5,8.8,54.7,6.66,396.1,Carrot
120.4,57.7,51.8,21.6,67.7,7.27,774.2,Mentha
119.8,56.3,109.4,30.8,81.2,5.98,1568.9,Ginger
64.1,31.2,82.2,26.9,49.7,7.25,661.3,Muskmelon
18.9,35.3,27.3,27.5,31.9,7.36,337.5,Moth Bean
72.1,36.7,53.4,19.2,77.8,6.96,519.3,Spinach
63.5,38.5,90.2,23.8,67,6.89,1601.6,Guava
151,42.7,96.3,24.6,76,5.32,2043.5,Tea
85.1,36.3,88.8,33.6,74.9,6.38,2141.1,Clove
26.6,52.6,31.4,29.8,58.2,6.78,498.1,Blackgram
88,42.5,65.6,17.2,69.9,6.88,446.6,Carrot
121.9,69.9,127.4,34.5,63.9,6.38,1501.9,Papaya
85.6,34.2,21.3,29.6,36.2,7.52,441.2,Bajra
67.2,29.9,68,26.2,62.1,6.37,841.5,Pumpkin
44,26.1,72.5,28.3,41.3,7.85,584.6,Ber
81.6,28.9,30.5,17.3,46.6,7.45,662.2,Mustard
37.4,45.4,22.6,15.2,32.9,7.08,439,Gram
101.6,43.8,77,15.9,64.2,6.59,514.6,Cabbage
92.3,41.5,86,30,75.7,5.8,1100.1,Litchi
88.4,58.2,57.8,14.2,54,6.61,459.6,Garlic
24.1,27.9,19.7,25.7,34.7,7.93,360.2,Moth Bean
134.2,68.6,55.9,20.1,64.1,6.21,611.1,Broccoli
32.8,24.1,31.8,27.7,35.1,7.54,748.8,Ashwagandha
32.3,40.1,28.6,27.5,56.5,7.29,576.8,Blackgram
54.6,31.3,99.7,30.4,83.7,6.89,2223,Black Pepper
56.1,29,52.5,33.2,64.9,6.63,742.8,Curry Leaf
14.9,26,15.7,32.9,39.1,7.89,270.6,Moth Bean
83.1,52.7,72.7,30.8,70.6,6.59,910,Brinjal
28,40.4,29.9,34.9,66.2,6.48,713.4,Blackgram
36.2,50.5,31.3,33.7,54.5,6.12,754.6,Arhar Dal
41.5,49.6,43.8,29.3,55,6.89,681.9,Mung Bean
71.6,47.4,99.6,20.2,58.2,6.68,569.5,Beetroot
52,19.7,30.5,19.3,27.4,7.38,444.3,Fennel
116.8,53.1,146.4,23.6,78.1,5.48,1434.5,Coffee
84.9,47,63.9,24.3,63.7,6.6,977,Guava
69.6,49,67.2,28.2,72,6.65,941.5,Snake Gourd
99.3,51.3,66.9,27.2,70.7,6.68,819.6,Bottle Gourd
56.8,32.6,47.4,32.8,55.4,6.81,644.9,Drumstick
93.2,42.6,80,20.5,57.2,6.56,810.5,Onion
32.4,56.2,26,31.4,49.4,8.22,301,Cluster Bean
158.6,52.7,196.9,32.6,76.4,6.2,2096.7,Banana
60,41.1,20.6,8.9,32.5,6.05,280.5,Barley
23.1,55.7,20.7,30.9,65,6.38,700.4,Pigeon Pea
36.8,52.3,32.5,31.7,57.7,7.1,712.8,Cowpea
12,24.1,27.9,30.2,46.2,7.97,208.8,Guar
88.4,35.2,63.4,29.8,53.2,6.43,573.2,Watermelon
72.5,56.1,86,13.3,63.2,6.28,554.2,Turnip
34.6,37.6,20.1,17.2,35.3,6.16,283.4,Fenugreek
126.2,42.4,46.1,28.2,62.2,6.31,624.3,Rice
90.6,38.4,41.6,17.5,63.1,6.6,391.5,Radish
66.6,52.1,68.5,35.9,56.8,6.92,548.6,Muskmelon
98.8,56.2,88.2,26.8,57.8,6.08,532.6,Beetroot
74.8,48.8,63.7,28.5,49.3,6.83,571.9,Sunflower
54.3,28.9,74.4,24.1,81.8,6.69,1967.5,Clove
83.3,47.6,88.2,30.4,75.1,6.39,1073.6,Turmeric
101.2,45.7,80.6,29.6,63.8,6.13,684.6,Bottle Gourd
147.4,44.6,45.8,24.7,72.2,7.36,855.1,Mentha
81.1,54.3,49.2,27.2,50,7.02,439.3,Sunflower
89,66.8,96.3,36.8,76.8,6.64,2663.2,Jackfruit
94.6,55.4,117.7,32.1,78.1,7.7,2082.8,Jackfruit
69.9,33.7,30.6,20.4,55.8,6.46,1159.9,Mustard
56.9,34.1,91.7,34.5,70.7,6.41,1280.4,Guava
187.6,49.5,188.5,35.1,71.7,6.57,1909,Banana
123.6,61.7,73.7,34.1,62.7,6.48,667.3,Bitter Gourd
88.8,62.8,140.5,29.4,80.1,6.54,1597.4,Taro
67.9,25,31.9,26.1,55.2,6.33,561.5,Ragi
77.7,39.4,66.8,28.1,60,6.27,597.5,Watermelon
83.5,48.9,70,32.7,57.9,6.19,803.2,Brinjal
57.8,40,35.6,31.2,43.3,7.13,278.6,Castor
73,44.4,154.4,26.3,68.8,6.35,961.4,Sweet Potato
132.7,52.4,161.1,20.7,86.1,6.09,1970.3,Coffee
50.4,30.6,31,34.3,53.7,7.2,702.3,Sesame
138.4,47.7,118.8,22.4,87.8,5.73,1822.2,Taro
80.8,32.8,47.2,22.7,67.4,6.14,721.1,Ash Gourd
10.4,23.4,12.3,35.4,36.5,7.4,201.9,Moth Bean
32.4,47.1,38.1,34.8,60.9,7.17,750.9,Blackgram
84.1,59,45.5,28.5,70,6.6,836.6,Ridge Gourd
24.7,52.6,30.3,27.2,65.8,7.01,765.9,Pigeon Pea
115.1,57,50.5,25.9,69,6.46,1433,Litchi
25.9,31.8,27.2,21.7,50.8,7.6,308.3,Fennel
22.7,52.7,27.2,25.9,59,6.79,510.7,Urad Dal
202.7,55.7,195.4,31.5,82.6,7.32,1244.7,Banana
77,47.9,47.1,30.6,74.2,7.22,750.5,Cotton
78.5,17.8,41,34.5,81.8,6.05,1288.9,Jute
87.7,42,52.5,22.4,70,6.29,461.9,Spinach
38.1,23.7,33.2,33.2,67,5.98,776.3,Ragi
41.3,32.2,49.8,13.7,26.8,7.02,384.2,Cumin
92.2,56,92.2,28.2,85.7,6.25,1984.7,Ginger
63.9,42.5,52.5,28,71.5,6.09,664.9,Ash Gourd
69.7,41.1,37.1,31,61.3,7.02,641.2,Jowar
49.8,24.9,41.1,33.4,77,6.5,1572.1,Jute
60.8,30.4,93.2,29.2,87.9,5.02,1656,Pineapple
141.7,64.7,77.5,16.5,76.8,6.65,501.8,Broccoli
53.7,38.1,89.9,29.9,60.4,6.76,350.9,Pomegranate
81.6,48.3,83.9,22.7,87,5.84,2016.3,Black Pepper
30.4,39.9,30,24.9,44.6,8.17,753.7,Ashwagandha
33,61.3,30.1,33.3,58.4,6.94,932.9,Cowpea
76.2,39.4,62.7,19.9,54.8,6.4,844.5,Pumpkin
22.6,33,33.2,30.5,53.6,6.76,542.6,Horse Gram
91.5,39.1,88.3,16.9,59.6,7.86,524.3,Carrot
182,57.2,112.3,25.1,73.4,6.84,1388,Sugarcane
62.9,49.3,49,26.8,70.4,6.94,852.9,Okra
